,Rookie_Cap,pred_AV,AV_percentile,Market_Cap
1,3.4552342559978264,0.1721266906396306,84.9,1.588
2,3.228395663257133,0.1714557410052431,84.9,1.588
3,3.0112207854227955,0.17078740673172854,84.9,1.588
4,2.804703300945323,0.17012167762441333,84.9,1.588
5,2.609695256679512,0.16945854352836276,84.9,1.588
6,2.426907067884444,0.16879799432822604,84.9,1.588
7,2.256907518223489,0.16814001994808192,84.9,1.588
8,2.1001237597643025,0.16748461035128523,84.9,1.588
9,1.9568413129788271,0.1668317555403135,84.9,1.588
10,1.827204066743292,0.16618144555661463,83.6,1.547
11,1.7112142783382118,0.16553367048045498,83.6,1.547
12,1.6087325734483895,0.16488842043076798,83.6,1.547
13,1.5194779461629129,0.16424568556500344,83.6,1.547
14,1.4430277589751568,0.16360545607897747,83.6,1.547
15,1.3788177427827848,0.16296772220672284,83.6,1.547
16,1.326141996887744,0.16233247422034,83.6,1.547
17,1.28415298899627,0.16169970242984888,83.6,1.547
18,1.2518615552188832,0.16106939718304078,82.2,1.504
19,1.2281369000703926,0.16044154886533138,82.2,1.504
20,1.211706596469893,0.15981614789961404,80.8,1.464
21,1.201156585740765,0.15919318474611358,80.8,1.464
22,1.1949311776106772,0.15857264990224088,80.8,1.464
23,1.191333050211584,0.15795453390244796,80.8,1.464
24,1.1885232500797258,0.15733882731808344,79.5,1.428
25,1.1845211921556298,0.15672552075724888,78.1,1.392
26,1.177204659784112,0.15611460486465545,78.1,1.392
27,1.1643098047142706,0.15550607032148114,78.1,1.392
28,1.1434311470994958,0.15489990784522883,76.7,1.357
29,1.1120215754974585,0.15429610818958447,76.7,1.357
30,1.067392346870122,0.15369466214427616,76.7,1.357
31,1.0067130865837308,0.1530955605349336,76.7,1.357
32,0.9270117884088208,0.1524987942229482,76.7,1.357
33,0.8137785587340705,0.1519043541053337,76.7,1.357
34,0.8078945117422096,0.15131223111458716,76.7,1.357
35,0.8008061934689708,0.15072241621855084,76.7,1.357
36,0.792609830260854,0.15013490042027433,76.7,1.357
37,0.7834016484643622,0.1495496747578773,76.7,1.357
38,0.7732778744259949,0.14896673030441285,76.7,1.357
39,0.7623347344922546,0.14838605816773126,76.7,1.357
40,0.7506684550096423,0.14780764949034442,76.7,1.357
41,0.7383752623246587,0.14723149544929073,75.3,1.324
42,0.7255513827838056,0.14665758725600045,75.3,1.324
43,0.7122930427335836,0.14608591615616168,75.3,1.324
44,0.6986964685204957,0.14551647342958682,75.3,1.324
45,0.6848578864910403,0.14494925039007955,75.3,1.324
46,0.6708735229917215,0.14438423838530234,75.3,1.324
47,0.656839604369039,0.14382142879664445,75.3,1.324
48,0.6428523569694944,0.14326081303909047,75.3,1.324
49,0.6290080071395884,0.14270238256108939,75.3,1.324
50,0.6154027812258229,0.14214612884442412,75.3,1.324
51,0.6021329055746999,0.14159204340408157,75.3,1.324
52,0.5892946065327185,0.14104011778812325,75.3,1.324
53,0.5769841104463821,0.14049034357755627,75.3,1.324
54,0.5652976436621913,0.13994271238620498,75.3,1.324
55,0.5543314325266464,0.13939721586058307,75.3,1.324
56,0.5441817033862497,0.13885384567976602,72.6,1.265
57,0.5349446825875015,0.1383125935552644,72.6,1.265
58,0.5267165964769047,0.13777345123089715,72.6,1.265
59,0.5195936714009588,0.13723641048266594,72.6,1.265
60,0.5136721337061669,0.13670146311862943,72.6,1.265
61,0.5090482097390285,0.13616860097877856,72.6,1.265
62,0.5058181258460449,0.13563781593491198,72.6,1.265
63,0.504078108373719,0.135109099890512,71.2,1.236
64,0.5039243836685503,0.13458244478062115,71.2,1.236
65,0.466380538987196,0.1340578425717192,71.2,1.236
66,0.4651934880077536,0.13353528526160052,71.2,1.236
67,0.4640064370283111,0.13301476487925218,71.2,1.236
68,0.4628193860488687,0.13249627348473206,71.2,1.236
69,0.4616323350694263,0.13197980316904812,71.2,1.236
70,0.4604452840899838,0.13146534605403737,71.2,1.236
71,0.4592582331105415,0.13095289429224613,71.2,1.236
72,0.458071182131099,0.1304424400668098,71.2,1.236
73,0.4568841311516566,0.12993397559133418,71.2,1.236
74,0.4556970801722141,0.1294274931097762,71.2,1.236
75,0.4545100291927717,0.12892298489632603,69.9,1.211
76,0.4533229782133293,0.12842044325528884,69.9,1.211
77,0.4521359272338869,0.12791986052096785,69.9,1.211
78,0.4509488762544444,0.12742122905754688,69.9,1.211
79,0.449761825275002,0.12692454125897443,69.9,1.211
80,0.4485747742955596,0.1264297895488471,69.9,1.211
81,0.4473877233161172,0.12593696638029458,69.9,1.211
82,0.4462006723366747,0.125446064235864,69.9,1.211
83,0.4450136213572323,0.12495707562740574,69.9,1.211
84,0.4438265703777899,0.12446999309595876,69.9,1.211
85,0.4426395193983474,0.12398480921163725,69.9,1.211
86,0.441452468418905,0.12350151657351688,69.9,1.211
87,0.4402654174394626,0.12302010780952233,69.9,1.211
88,0.4390783664600202,0.12254057557631438,69.9,1.211
89,0.4378913154805777,0.12206291255917841,69.9,1.211
90,0.4367042645011353,0.12158711147191227,69.9,1.211
91,0.4355172135216929,0.12111316505671568,69.9,1.211
92,0.4343301625422505,0.12064106608407901,69.9,1.211
93,0.433143111562808,0.12017080735267348,69.9,1.211
94,0.4319560605833656,0.11970238168924086,69.9,1.211
95,0.4307690096039231,0.11923578194848448,69.9,1.211
96,0.4295819586244808,0.11877100101295984,69.9,1.211
97,0.4283949076450383,0.11830803179296642,69.9,1.211
98,0.4272078566655959,0.11784686722643915,69.9,1.211
99,0.4260208056861534,0.11738750027884108,64.4,1.114
