,Rookie_Cap,pred_AV,AV_percentile,Market_Cap
1,3.4552342559978264,0.5524791904547276,94.0,4.111
2,3.228395663257133,0.5490013184229485,94.0,4.111
3,3.0112207854227955,0.5455229996322641,94.0,4.111
4,2.804703300945323,0.5420445707244397,93.3,3.941
5,2.609695256679512,0.5385663683838716,93.3,3.941
6,2.426907067884444,0.5350887292072443,92.9,3.85
7,2.256907518223489,0.5316119895732594,92.6,3.784
8,2.1001237597643025,0.5281364855125448,92.2,3.7
9,1.9568413129788271,0.5246625525778478,92.2,3.7
10,1.827204066743292,0.5211905257146234,92.2,3.7
11,1.7112142783382118,0.5177207391321197,91.9,3.639
12,1.6087325734483895,0.5142535261750667,91.5,3.562
13,1.5194779461629129,0.5107892191960738,91.5,3.562
14,1.4430277589751568,0.507328149428839,91.5,3.562
15,1.3788177427827848,0.5038706468622705,91.5,3.562
16,1.326141996887744,0.5004170401156242,91.5,3.562
17,1.28415298899627,0.4969676563147544,90.8,3.433
18,1.2518615552188832,0.4935228209695772,90.5,3.381
19,1.2281369000703926,0.4900828578528417,90.5,3.381
20,1.211706596469893,0.48664808888030425,90.5,3.381
21,1.201156585740765,0.4832188339923987,89.8,3.265
22,1.1949311776106772,0.47979541103749135,89.8,3.265
23,1.191333050211584,0.4763781356568118,89.8,3.265
24,1.1885232500797258,0.47296732117114226,89.8,3.265
25,1.1845211921556298,0.46956327846935236,89.8,3.265
26,1.177204659784112,0.4661663158988579,89.4,3.202
27,1.1643098047142706,0.46277673915808426,89.0,3.141
28,1.1434311470994958,0.45939485119100887,89.0,3.141
29,1.1120215754974585,0.45602095208385646,88.3,3.041
30,1.067392346870122,0.4526553389640171,88.0,3.0
31,1.0067130865837308,0.4492983059012558,88.0,3.0
32,0.9270117884088208,0.445950143811275,88.0,3.0
33,0.8137785587340705,0.4426111403616952,88.0,3.0
34,0.8078945117422096,0.43928157988050814,88.0,3.0
35,0.8008061934689708,0.4359617432670607,88.0,3.0
36,0.792609830260854,0.4326519079056197,87.6,2.947
37,0.7834016484643622,0.42935234758156576,86.9,2.858
38,0.7732778744259949,0.42606333240026373,86.6,2.822
39,0.7623347344922546,0.42278512870864965,85.9,2.741
40,0.7506684550096423,0.41951799901957293,85.5,2.696
41,0.7383752623246587,0.4162622019389314,85.5,2.696
42,0.7255513827838056,0.4130179920956283,85.2,2.664
