,Rnd,Pick,Tm,Player,Pos,Age,Yrs,Yrs_Starter,wAV,dAV,Games,College,Drafted,wAVpG,dAVpG,Cap,AV_percentile,fit_wAVpG
1485,6,213,SFO,Aaron Burbridge,WR,22,1,0,1,1,16,Michigan St.,2016,0.0625,0.0625,0.3332124569607662,29.8,0.08576791563002906
1497,7,225,NWE,Devin Lucien,WR,23,0,0,0,0,0,Arizona St.,2016,0.0,0.0,0.3304769729079657,11.6,0.07535932712642673
1501,7,229,PIT,Demarcus Ayers,WR,22,1,0,0,0,2,Houston,2016,0.0,0.0,0.3295651448903656,11.6,0.07155802098090075
1502,7,230,CHI,Daniel Braverman,WR,22,1,0,0,0,3,Western Michigan,2016,0.0,0.0,0.3293371878859655,11.6,0.07057835682475283
1510,7,238,ATL,Devin Fuller,WR,22,0,0,0,0,0,UCLA,2016,0.0,0.0,0.3275135318507652,11.6,0.06228094838052062
1513,7,241,NYJ,Charone Peake,WR,23,3,0,1,1,31,Clemson,2016,0.03225806451612903,0.03225806451612903,0.3268296608375651,24.5,0.058942621396669226
1515,7,243,SEA,Kenny Lawler,WR,22,0,0,0,0,0,California,2016,0.0,0.0,0.3263737468287651,11.6,0.05664311628888835
1530,1,5,TEN,Corey Davis,WR,22,6,5,31,24,78,Western Michigan,2017,0.3974358974358974,0.3076923076923077,2.609695256679512,85.7,0.441091464985389
1532,1,7,LAC,Mike Williams,WR,22,7,4,37,37,88,Clemson,2017,0.42045454545454547,0.42045454545454547,2.256907518223489,87.4,0.43248890379966365
1534,1,9,CIN,John Ross,WR,21,5,1,7,5,37,Washington,2017,0.1891891891891892,0.13513513513513514,1.9568413129788271,60.5,0.42405265875465037
1562,2,37,BUF,Zay Jones,WR,22,7,3,24,8,104,East Carolina,2017,0.23076923076923078,0.07692307692307693,0.7834016484643622,68.6,0.32232766682583713
1565,2,40,CAR,Curtis Samuel,WR,21,7,4,27,18,91,Ohio St.,2017,0.2967032967032967,0.1978021978021978,0.7506684550096423,77.0,0.31311893618711223
1587,2,62,PIT,JuJu Smith-Schuster,WR,20,7,4,40,30,90,USC,2017,0.4444444444444444,0.3333333333333333,0.5058181258460449,89.2,0.2544130647350074
1594,3,69,LAR,Cooper Kupp,WR,24,7,5,57,57,92,Eastern Washington,2017,0.6195652173913043,0.6195652173913043,0.4616323350694263,97.6,0.23872990189961046
1597,3,72,TEN,Taywan Taylor,WR,22,4,0,6,6,35,Western Kentucky,2017,0.17142857142857143,0.17142857142857143,0.458071182131099,55.3,0.23241270334898906
1604,3,79,NYJ,ArDarius Stewart,WR,23,1,0,1,1,15,Alabama,2017,0.06666666666666667,0.06666666666666667,0.449761825275002,31.2,0.21856776030948719
1607,3,82,DEN,Carlos Henderson,WR,22,0,0,0,0,0,Louisiana Tech,2017,0.0,0.0,0.4462006723366747,11.6,0.21300218421357786
1609,3,84,TAM,Chris Godwin,WR,21,7,4,47,47,104,Penn St.,2017,0.4519230769230769,0.4519230769230769,0.4438265703777899,89.8,0.20940963231941262
1621,3,96,DET,Kenny Golladay,WR,23,6,4,27,23,73,Northern Illinois,2017,0.3698630136986301,0.3150684931506849,0.4295819586244808,83.5,0.18971907107383212
1623,3,98,ARI,Chad Williams,WR,22,3,1,1,1,17,Grambling St.,2017,0.058823529411764705,0.058823529411764705,0.4272078566655959,28.6,0.18673008995158064
1631,3,106,SEA,Amara Darboh,WR,23,1,0,1,1,16,Michigan,2017,0.0625,0.0625,0.4177114488300565,29.8,0.17553991334447072
1635,4,110,JAX,Dede Westbrook,WR,23,5,1,14,13,55,Oklahoma,2017,0.2545454545454545,0.23636363636363636,0.4129632449122867,71.4,0.17037725486821848
1642,4,117,LAR,Josh Reynolds,WR,22,7,2,24,10,107,Texas A&M,2017,0.22429906542056074,0.09345794392523364,0.4046538880561898,67.1,0.16197746964853915
1643,4,118,PHI,Mack Hollins,WR,23,7,1,14,3,95,North Carolina,2017,0.14736842105263157,0.031578947368421054,0.4034668370767473,50.6,0.16083960070793452
1653,4,128,CIN,Josh Malone,WR,21,4,1,1,1,26,Tennessee,2017,0.038461538461538464,0.038461538461538464,0.3915963272823231,24.9,0.1502351822143243
1658,4,133,DAL,Ryan Switzer,WR,22,3,0,3,1,41,North Carolina,2017,0.07317073170731707,0.024390243902439025,0.3856610723851109,32.2,0.14541263691428058
1664,4,139,KAN,Jehu Chesson,WR,23,2,0,0,0,24,Michigan,2017,0.0,0.0,0.3785387665084563,11.6,0.139991960342344
1666,4,141,NYJ,Chad Hansen,WR,22,4,0,3,1,20,California,2017,0.15,0.05,0.3761646645495715,51.3,0.1382655240159985
1691,5,166,PHI,Shelton Gibson,WR,23,3,0,0,0,20,West Virginia,2017,0.0,0.0,0.3464883900635108,11.6,0.11918369748807589
1695,5,170,MIN,Rodney Adams,WR,22,5,0,0,0,1,South Florida,2017,0.0,0.0,0.3417401861457411,11.6,0.11641541572522857
1697,5,172,DEN,Isaiah McKenzie,WR,22,7,2,15,0,93,Georgia,2017,0.16129032258064516,0.0,0.3393660841868562,53.3,0.11504578110498898
1700,5,175,GNB,DeAngelo Yancey,WR,22,0,0,0,0,0,Purdue,2017,0.0,0.0,0.3418748231279675,11.6,0.11300403409672305
1702,5,177,SFO,Trent Taylor,WR,23,7,0,7,6,78,Louisiana Tech,2017,0.08974358974358974,0.07692307692307693,0.3414189091191674,35.1,0.11164852490366711
1734,6,209,WAS,Robert Davis,WR,22,3,0,0,0,7,Georgia St.,2017,0.0,0.0,0.3341242849783663,11.6,0.0889571330618279
1744,7,219,MIN,Stacy Coley,WR,23,2,0,0,0,7,Miami (FL),2017,0.0,0.0,0.3318447149343659,11.6,0.08073577132896365
1751,7,226,SEA,David Moore,WR,22,7,2,12,12,57,East Central (OK),2017,0.21052631578947367,0.21052631578947367,0.3302490159035657,63.3,0.07442612068151522
1762,7,237,MIA,Isaiah Ford,WR,21,5,0,5,5,32,Virginia Tech,2017,0.15625,0.15625,0.3277414888551653,52.4,0.06336510748849894
1764,7,239,DAL,Noah Brown,WR,21,7,1,13,9,76,Ohio St.,2017,0.17105263157894737,0.11842105263157894,0.3272855748463652,55.0,0.06118264182268607
1772,7,247,GNB,Malachi Dupre,WR,21,2,0,0,0,1,LSU,2017,0.0,0.0,0.3254619188111649,11.6,0.05185793234179703
1802,1,24,CAR,D.J. Moore,WR,21,6,5,50,37,97,Maryland,2018,0.5154639175257731,0.38144329896907214,1.1885232500797258,93.9,0.3658873464448218
1804,1,26,ATL,Calvin Ridley,WR,23,6,2,33,25,66,Alabama,2018,0.5,0.3787878787878788,1.177204659784112,93.5,0.35878686801289084
1818,2,40,DEN,Courtland Sutton,WR,22,6,3,30,30,81,SMU,2018,0.37037037037037035,0.37037037037037035,0.7506684550096423,83.8,0.31311893618711223
1822,2,44,SFO,Dante Pettis,WR,22,5,0,9,5,50,Washington,2018,0.18,0.1,0.6986964685204957,57.9,0.3013101564036597
1825,2,47,ARI,Christian Kirk,WR,21,6,5,39,23,85,Texas A&M,2018,0.4588235294117647,0.27058823529411763,0.656839604369039,90.3,0.2927972739603825
1829,2,51,CHI,Anthony Miller,WR,23,4,2,12,12,50,Memphis,2018,0.24,0.24,0.6021329055746999,70.5,0.28189265023175497
1838,2,60,PIT,James Washington,WR,22,5,2,11,11,62,Oklahoma St.,2018,0.1774193548387097,0.1774193548387097,0.5136721337061669,56.9,0.25914514721943976
1839,2,61,JAX,DJ Chark,WR,21,6,3,21,13,69,LSU,2018,0.30434782608695654,0.18840579710144928,0.5090482097390285,78.5,0.25676482994489824
1859,3,81,DAL,Michael Gallup,WR,22,6,4,30,30,86,Colorado St.,2018,0.3488372093023256,0.3488372093023256,0.4473877233161172,81.8,0.2148335685713978
1869,3,91,NOR,Tre'Quan Smith,WR,22,6,3,15,15,67,Central Florida,2018,0.22388059701492538,0.22388059701492538,0.4355172135216929,66.8,0.19754764709484846
1881,4,103,HOU,Keke Coutee,WR,21,5,0,7,7,33,Texas Tech,2018,0.21212121212121213,0.21212121212121213,0.4212726017683837,63.7,0.1795968735476931
1883,4,105,CLE,Antonio Callaway,WR,21,3,1,5,5,25,Florida,2018,0.2,0.2,0.4188984998094989,61.7,0.17687421550274057
1891,4,113,DEN,DaeSean Hamilton,WR,23,3,0,6,6,46,Penn St.,2018,0.13043478260869565,0.13043478260869565,0.4094020919739595,45.4,0.16668178395023914
1910,4,132,BAL,Jaleel Scott,WR,23,3,0,0,0,4,New Mexico St.,2018,0.0,0.0,0.3868481233645534,11.6,0.1463538154722816
1911,4,133,GNB,J'Mon Moore,WR,23,1,0,0,0,12,Missouri,2018,0.0,0.0,0.3856610723851109,11.6,0.14541263691428058
1922,5,144,TAM,Justin Watson,WR,22,6,0,9,2,73,Pennsylvania,2018,0.1232876712328767,0.0273972602739726,0.3726035116112442,44.1,0.13574466279390046
1937,5,159,IND,Daurice Fountain,WR,22,4,0,0,0,8,Northern Iowa,2018,0.0,0.0,0.3547977469196078,11.6,0.12416151932151376
1940,5,162,BAL,Jordan Lasley,WR,21,0,0,0,0,0,UCLA,2018,0.0,0.0,0.3512365939812805,11.6,0.12200352875781123
1952,5,174,GNB,Marquez Valdes-Scantling,WR,23,6,4,26,18,92,South Florida,2018,0.2826086956521739,0.1956521739130435,0.3421027801323675,75.3,0.11368324409679254
1953,6,175,CLE,Damion Ratley,WR,23,3,0,4,3,31,Texas A&M,2018,0.12903225806451613,0.0967741935483871,0.3418748231279675,45.0,0.11300403409672305
1963,6,185,IND,Deon Cain,WR,22,3,0,1,0,15,Clemson,2018,0.06666666666666667,0.0,0.3395952530839671,31.2,0.10622991699728807
1965,6,187,BUF,Ray-Ray McCloud,WR,21,6,0,8,0,77,Clemson,2018,0.1038961038961039,0.0,0.3391393390751671,39.5,0.1048664726293565
1969,6,191,LAC,Dylan Cantrell,WR,24,0,0,0,0,0,Texas Tech,2018,0.0,0.0,0.338227511057567,11.6,0.10211552357297166
1972,6,194,ATL,Russell Gage,WR,22,5,0,20,17,74,LSU,2018,0.2702702702702703,0.22972972972972974,0.3375436400443669,73.1,0.10002365993408552
1974,6,196,KAN,Tremon Smith,WR,22,6,0,7,1,83,Central Arkansas,2018,0.08433734939759036,0.012048192771084338,0.3370877260355668,34.9,0.09861182183542883
1985,6,207,GNB,Equanimeous St. Brown,WR,21,6,2,8,4,60,Notre Dame,2018,0.13333333333333333,0.06666666666666667,0.3345801989871664,46.2,0.09050786791173265
1986,6,208,DAL,Cedrick Wilson Jr.,WR,22,6,0,10,6,68,Boise St.,2018,0.14705882352941177,0.08823529411764706,0.3343522419827663,50.2,0.089735955608784
1988,6,210,NWE,Braxton Berrios,WR,22,6,0,11,0,81,Miami (FL),2018,0.13580246913580246,0.0,0.3338963279739663,47.2,0.0881711590306693
2002,7,224,CHI,Javon Wims,WR,23,5,0,1,1,34,Georgia,2018,0.029411764705882353,0.029411764705882353,0.3307049299123658,24.1,0.07628152224401658
2006,7,228,OAK,Marcell Ateman,WR,23,4,0,2,2,19,Oklahoma St.,2018,0.10526315789473684,0.10526315789473684,0.3297931018947656,39.7,0.0725257088489471
2018,7,240,SFO,Richie James,WR,23,6,1,13,6,66,Middle Tenn. St.,2018,0.19696969696969696,0.09090909090909091,0.3270576178419652,61.0,0.06006994657480069
2031,7,253,CIN,Auden Tate,WR,21,4,1,5,5,35,Florida St.,2018,0.14285714285714285,0.14285714285714285,0.3240941767847647,48.8,0.044185773268940964
2033,7,255,BUF,Austin Proehl,WR,22,0,0,0,0,0,North Carolina,2018,0.0,0.0,0.3236382627759647,11.6,0.04148883171782525
2034,7,256,WAS,Trey Quinn,WR,22,3,0,2,2,16,SMU,2018,0.125,0.125,0.3234103057715646,44.6,0.04011310876260954
2059,1,25,BAL,Marquise Brown,WR,22,5,3,34,24,72,Oklahoma,2019,0.4722222222222222,0.3333333333333333,1.1845211921556298,91.3,0.36231848887302187
2066,1,32,NWE,N'Keal Harry,WR,21,5,1,7,6,49,Arizona St.,2019,0.14285714285714285,0.12244897959183673,0.9270117884088208,48.8,0.33836560434623314
2070,2,36,SFO,Deebo Samuel,WR,23,5,3,43,43,66,South Carolina,2019,0.6515151515151515,0.6515151515151515,0.792609830260854,98.1,0.3254656057104777
2085,2,51,TEN,A.J. Brown,WR,22,5,4,57,27,77,Mississippi,2019,0.7402597402597403,0.35064935064935066,0.6021329055746999,99.3,0.28189265023175497
2090,2,56,KAN,Mecole Hardman,WR,21,5,0,22,22,68,Georgia,2019,0.3235294117647059,0.3235294117647059,0.5441817033862497,80.3,0.2689567617680102
2091,2,57,PHI,JJ Arcega-Whiteside,WR,22,3,0,2,2,40,Stanford,2019,0.05,0.05,0.5349446825875015,26.8,0.266459823832917
2093,2,59,IND,Parris Campbell,WR,22,5,1,9,9,44,Ohio St.,2019,0.20454545454545456,0.20454545454545456,0.5195936714009588,62.7,0.26155425779882674
2096,2,62,ARI,Andy Isabella,WR,22,5,0,4,4,43,Massachusetts,2019,0.09302325581395349,0.09302325581395349,0.5058181258460449,36.6,0.2544130647350074
2098,2,64,SEA,D.K. Metcalf,WR,21,5,4,46,46,82,Mississippi,2019,0.5609756097560976,0.5609756097560976,0.5039243836685503,95.6,0.24979422554839742
2100,3,66,PIT,Diontae Johnson,WR,23,5,4,33,33,77,Toledo,2019,0.42857142857142855,0.42857142857142855,0.4651934880077536,87.9,0.24528669973805023
2101,3,67,SFO,Jalen Hurd,WR,23,0,0,0,0,0,Baylor,2019,0.0,0.0,0.4640064370283111,11.6,0.24307407624848779
2110,3,76,WAS,Terry McLaurin,WR,23,5,4,37,37,80,Ohio St.,2019,0.4625,0.4625,0.4533229782133293,91.0,0.22435122407566907
2127,3,93,BAL,Miles Boykin,WR,22,5,2,6,6,73,Notre Dame,2019,0.0821917808219178,0.0821917808219178,0.433143111562808,34.1,0.19435396079140066
2137,4,103,ARI,Hakeem Butler,WR,23,2,0,0,0,2,Iowa St.,2019,0.0,0.0,0.4212726017683837,11.6,0.1795968735476931
2154,4,120,SEA,Gary Jennings Jr,WR,22,1,0,0,0,1,West Virginia,2019,0.0,0.0,0.4010927351178625,11.6,0.158608025707145
2160,4,126,CHI,Riley Ridley,WR,23,2,0,1,1,10,Georgia,2019,0.1,0.1,0.3939704292412079,38.5,0.15224923445409816
2183,5,149,OAK,Hunter Renfrow,WR,23,5,0,21,21,73,Clemson,2019,0.2876712328767123,0.2876712328767123,0.3666682567140321,76.3,0.1317105934571936
2205,5,171,NYG,Darius Slayton,WR,22,5,3,25,25,76,Auburn,2019,0.32894736842105265,0.32894736842105265,0.3405531351662987,81.4,0.1157295905935059
2208,6,174,ARI,KeeSean Johnson,WR,22,3,0,4,4,18,Fresno St.,2019,0.2222222222222222,0.2222222222222222,0.3421027801323675,66.3,0.11368324409679254
2218,6,184,DET,Travis Fulgham,WR,23,3,1,4,0,17,Old Dominion,2019,0.23529411764705882,0.0,0.3398232100883672,69.6,0.10690947598187106
2221,6,187,DEN,Juwann Winfree,WR,23,5,0,1,0,23,Colorado,2019,0.043478260869565216,0.0,0.3391393390751671,25.4,0.1048664726293565
2237,6,203,ATL,Marcus Green,WR,23,0,0,0,0,0,La-Monroe,2019,0.0,0.0,0.3354920270047665,11.6,0.0935312394873512
2240,6,206,WAS,Kelvin Harmon,WR,22,1,1,3,3,16,North Carolina St.,2019,0.1875,0.1875,0.3348081559915664,59.8,0.09127311121086878
2242,6,208,TAM,Scott Miller,WR,22,5,1,9,9,67,Bowling Green,2019,0.13432835820895522,0.13432835820895522,0.3343522419827663,46.7,0.089735955608784
2270,7,236,SEA,John Ursua,WR,25,1,0,0,0,3,Hawaii,2019,0.0,0.0,0.3279694458595653,11.6,0.06443536038681613
2271,7,237,CAR,Terry Godwin,WR,22,2,0,0,0,3,Georgia,2019,0.0,0.0,0.3277414888551653,11.6,0.06336510748849894
2273,7,239,MIN,Dillon Mitchell,WR,22,0,0,0,0,0,Oregon,2019,0.0,0.0,0.3272855748463652,11.6,0.06118264182268607
2281,7,247,MIN,Olabisi Johnson,WR,22,2,0,5,5,32,Colorado St.,2019,0.15625,0.15625,0.3254619188111649,52.4,0.05185793234179703
2300,1,12,LVR,Henry Ruggs III,WR,21,2,1,8,8,20,Alabama,2020,0.4,0.4,1.6087325734483895,86.3,0.4117059122475538
2303,1,15,DEN,Jerry Jeudy,WR,21,4,2,22,22,57,Alabama,2020,0.38596491228070173,0.38596491228070173,1.3788177427827848,85.0,0.39972252124828644
2305,1,17,DAL,CeeDee Lamb,WR,21,4,3,50,50,66,Oklahoma,2020,0.7575757575757576,0.7575757575757576,1.28415298899627,99.5,0.391932241550525
2309,1,21,PHI,Jalen Reagor,WR,21,4,2,10,7,56,TCU,2020,0.17857142857142858,0.125,1.201156585740765,57.3,0.37681975183218414
2310,1,22,MIN,Justin Jefferson,WR,21,4,3,46,46,60,LSU,2020,0.7666666666666667,0.7666666666666667,1.1949311776106772,99.8,0.3731377366842079
2313,1,25,SFO,Brandon Aiyuk,WR,22,4,3,37,37,62,Arizona St.,2020,0.5967741935483871,0.5967741935483871,1.1845211921556298,96.9,0.36231848887302187
2321,2,33,CIN,Tee Higgins,WR,21,4,3,31,31,58,Clemson,2020,0.5344827586206896,0.5344827586206896,0.8137785587340705,94.7,0.3350878857423254
2322,2,34,IND,Michael Pittman Jr.,WR,22,4,3,32,32,62,USC,2020,0.5161290322580645,0.5161290322580645,0.8078945117422096,94.2,0.33184547392852687
2330,2,42,JAX,Laviska Shenault Jr.,WR,21,4,1,12,9,51,Colorado,2020,0.23529411764705882,0.17647058823529413,0.7255513827838056,69.6,0.30714827503867664
2334,2,46,DEN,KJ Hamler,WR,21,3,0,5,5,23,Penn St.,2020,0.21739130434782608,0.21739130434782608,0.6708735229917215,64.9,0.2956026503605017
2337,2,49,PIT,Chase Claypool,WR,22,4,1,19,17,58,Notre Dame,2020,0.3275862068965517,0.29310344827586204,0.6290080071395884,80.9,0.2872820682020888
2345,2,57,LAR,Van Jefferson,WR,24,4,2,14,13,61,Florida,2020,0.22950819672131148,0.21311475409836064,0.5349446825875015,68.0,0.266459823832917
2347,2,59,NYJ,Denzel Mims,WR,22,3,1,5,5,30,Baylor,2020,0.16666666666666666,0.16666666666666666,0.5195936714009588,54.0,0.26155425779882674
2368,3,80,LVR,Lynn Bowden Jr.,WR,22,4,0,3,0,26,Kentucky,2020,0.11538461538461539,0.0,0.4485747742955596,41.5,0.21668868018996928
2369,3,81,LVR,Bryan Edwards,WR,21,3,1,6,6,35,South Carolina,2020,0.17142857142857143,0.17142857142857143,0.4473877233161172,55.3,0.2148335685713978
2380,3,92,BAL,Devin Duvernay,WR,22,4,1,12,12,59,Texas,2020,0.2033898305084746,0.2033898305084746,0.4343301625422505,62.5,0.195940267133821
2416,4,128,BUF,Gabriel Davis,WR,21,4,2,25,25,64,Central Florida,2020,0.390625,0.390625,0.3915963272823231,85.5,0.1502351822143243
2430,4,142,WAS,Antonio Gandy-Golden,WR,22,2,0,0,0,10,Liberty,2020,0.0,0.0,0.3749776135701291,11.6,0.13741630574650476
2439,5,151,LAC,Joe Reed,WR,22,1,0,0,0,11,Virginia,2020,0.0,0.0,0.3642941547551472,11.6,0.13014991489633843
2449,5,161,TAM,Tyler Johnson,WR,22,4,0,5,5,34,Minnesota,2020,0.14705882352941177,0.14705882352941177,0.352423644960723,50.2,0.12271835048715851
2453,5,165,JAX,Collin Johnson,WR,22,4,0,3,2,29,Texas,2020,0.10344827586206896,0.06896551724137931,0.3476754410429532,39.2,0.11988321943875152
2454,5,166,DET,Quintez Cephus,WR,22,3,0,5,5,22,Wisconsin,2020,0.22727272727272727,0.22727272727272727,0.3464883900635108,67.8,0.11918369748807589
2456,5,168,PHI,John Hightower,WR,24,2,0,1,1,14,Boise St.,2020,0.07142857142857142,0.07142857142857142,0.3441142881046259,31.8,0.11779407787907104
2459,5,171,HOU,Isaiah Coulter,WR,21,2,0,0,0,4,Rhode Island,2020,0.0,0.0,0.3405531351662987,11.6,0.1157295905935059
2461,5,173,CHI,Darnell Mooney,WR,22,4,2,24,24,60,Tulane,2020,0.4,0.4,0.3381790332074138,86.3,0.11436374601948279
2464,5,176,MIN,K.J. Osborn,WR,23,4,1,13,13,59,Miami (FL),2020,0.22033898305084745,0.22033898305084745,0.3416468661235675,65.7,0.11232587477907968
2475,6,187,CLE,Donovan Peoples-Jones,WR,21,4,1,18,17,58,Michigan,2020,0.3103448275862069,0.29310344827586204,0.3391393390751671,79.2,0.1048664726293565
2488,6,200,PHI,Quez Watkins,WR,22,4,1,13,13,49,Southern Miss,2020,0.2653061224489796,0.2653061224489796,0.3361758980179666,72.6,0.09573803137653902
2489,6,201,BAL,James Proche,WR,23,4,0,3,3,53,SMU,2020,0.05660377358490566,0.05660377358490566,0.3359479410135666,27.4,0.09500773605618429
2495,6,207,BUF,Isaiah Hodgins,WR,21,4,0,5,0,28,Oregon St.,2020,0.17857142857142858,0.0,0.3345801989871664,57.3,0.09050786791173265
2500,6,212,IND,Dezmon Patmon,WR,22,3,0,0,0,10,Washington St.,2020,0.0,0.0,0.3334404139651662,11.6,0.08657679155496473
2502,6,214,SEA,Freddie Swain,WR,22,3,0,5,5,37,Florida,2020,0.13513513513513514,0.13513513513513514,0.3329844999563661,47.0,0.08495092326011111
2505,7,217,SFO,Jauan Jennings,WR,23,4,0,9,9,45,Tennessee,2020,0.2,0.2,0.332300628943166,61.7,0.08244883507851397
2508,7,220,LAC,K.J. Hill,WR,22,2,0,1,1,21,Ohio St.,2020,0.047619047619047616,0.047619047619047616,0.3316167579299659,26.3,0.07986501424505799
2540,7,252,DEN,Tyrie Cleveland,WR,22,3,0,0,0,23,Florida,2020,0.0,0.0,0.3243221337891647,11.6,0.045507474345230725
2548,1,5,CIN,Ja'Marr Chase,WR,21,3,2,33,33,45,LSU,2021,0.7333333333333333,0.7333333333333333,2.609695256679512,98.8,0.441091464985389
2549,1,6,MIA,Jaylen Waddle,WR,22,3,2,28,28,47,Alabama,2021,0.5957446808510638,0.5957446808510638,2.426907067884444,96.6,0.43676927425483986
2553,1,10,PHI,DeVonta Smith,WR,22,3,2,32,32,50,Alabama,2021,0.64,0.64,1.827204066743292,97.8,0.4198963016844234
2563,1,20,NYG,Kadarius Toney,WR,22,3,0,7,3,32,Florida,2021,0.21875,0.09375,1.211706596469893,65.3,0.380539968652609
2570,1,27,BAL,Rashod Bateman,WR,21,3,0,11,11,34,Minnesota,2021,0.3235294117647059,0.3235294117647059,1.1643098047142706,80.3,0.3552922426242337
2577,2,34,NYJ,Elijah Moore,WR,21,3,1,12,7,44,Mississippi,2021,0.2727272727272727,0.1590909090909091,0.8078945117422096,73.8,0.33184547392852687
2592,2,49,ARI,Rondale Moore,WR,21,3,0,12,12,39,Purdue,2021,0.3076923076923077,0.3076923076923077,0.6290080071395884,78.8,0.2872820682020888
2599,2,56,SEA,D'Wayne Eskridge,WR,24,3,0,2,2,24,Western Michigan,2021,0.08333333333333333,0.08333333333333333,0.5441817033862497,34.5,0.2689567617680102
2600,2,57,LAR,Tutu Atwell,WR,21,3,0,8,8,37,Louisville,2021,0.21621621621621623,0.21621621621621623,0.5349446825875015,64.3,0.266459823832917
2602,2,59,CAR,Terrace Marshall Jr.,WR,21,3,1,6,6,36,LSU,2021,0.16666666666666666,0.16666666666666666,0.5195936714009588,54.0,0.26155425779882674
2620,3,77,LAC,Josh Palmer,WR,21,3,1,13,13,43,Tennessee,2021,0.3023255813953488,0.3023255813953488,0.4521359272338869,78.0,0.2223987910121421
2625,3,82,WAS,Dyami Brown,WR,21,3,0,3,3,47,North Carolina,2021,0.06382978723404255,0.06382978723404255,0.4462006723366747,30.5,0.21300218421357786
2628,3,85,GNB,Amari Rodgers,WR,21,3,0,2,1,35,Clemson,2021,0.05714285714285714,0.02857142857142857,0.4426395193983474,27.7,0.20764798230267745
2632,3,89,HOU,Nico Collins,WR,22,3,0,18,18,39,Michigan,2021,0.46153846153846156,0.46153846153846156,0.4378913154805777,90.7,0.20082659283350407
2634,3,91,CLE,Anthony Schwartz,WR,21,2,0,2,2,25,Auburn,2021,0.08,0.08,0.4355172135216929,33.7,0.19754764709484846
2652,4,109,TEN,Dez Fitzpatrick,WR,23,3,0,0,0,6,Louisville,2021,0.0,0.0,0.4141502958917292,11.6,0.17164221944414731
2655,4,112,DET,Amon-Ra St. Brown,WR,21,3,1,35,35,49,USC,2021,0.7142857142857143,0.7142857142857143,0.4105891429534019,98.3,0.16789727836145935
2672,4,129,TAM,Jaelon Darden,WR,22,3,0,0,0,24,North Texas,2021,0.0,0.0,0.3904092763028806,11.6,0.14924686017191796
2674,4,131,BAL,Tylan Wallace,WR,22,3,0,1,1,37,Oklahoma St.,2021,0.02702702702702703,0.02702702702702703,0.3880351743439958,23.5,0.14730641804109157
2684,4,141,LAR,Jacob Harris,WR,24,3,0,0,0,18,Central Florida,2021,0.0,0.0,0.3761646645495715,11.6,0.1382655240159985
2700,5,157,MIN,Ihmir Smith-Marsette,WR,22,3,0,3,1,33,Iowa,2021,0.09090909090909091,0.030303030303030304,0.3571718488784927,35.8,0.1256243302580498
2722,5,179,DAL,Simi Fehoko,WR,23,3,0,0,0,16,Stanford,2021,0.0,0.0,0.3409629951103674,11.6,0.11029528851875525
2724,5,181,KAN,Cornell Powell,WR,23,2,0,0,0,3,Clemson,2021,0.0,0.0,0.3405070811015673,11.6,0.10894239502042785
2730,6,187,ATL,Frank Darby,WR,23,3,0,0,0,16,Arizona St.,2021,0.0,0.0,0.3391393390751671,11.6,0.1048664726293565
2746,6,203,BUF,Marquez Stevenson,WR,23,1,0,0,0,5,Houston,2021,0.0,0.0,0.3354920270047665,11.6,0.0935312394873512
2747,6,204,CAR,Shi Smith,WR,22,2,0,4,4,23,South Carolina,2021,0.17391304347826086,0.17391304347826086,0.3352640700003665,56.1,0.0927845557584831
2748,6,205,TEN,Racey McMath,WR,22,2,0,0,0,14,LSU,2021,0.0,0.0,0.3350361129959665,11.6,0.09203192674638722
2752,6,209,JAX,Jalen Camp,WR,23,2,0,0,0,5,Georgia Tech,2021,0.0,0.0,0.3341242849783663,11.6,0.0889571330618279
2762,6,219,DEN,Seth Williams,WR,21,1,0,0,0,2,Auburn,2021,0.0,0.0,0.3318447149343659,11.6,0.08073577132896365
2764,6,221,CHI,Dazz Newsome,WR,22,1,0,0,0,3,North Carolina,2021,0.0,0.0,0.3313888009255659,11.6,0.07898445203480547
2772,7,229,IND,Mike Strachan,WR,24,3,0,0,0,23,Charleston (WV),2021,0.0,0.0,0.3295651448903656,11.6,0.07155802098090075
2785,7,242,NWE,Tre Nixon,WR,23,0,0,0,0,0,Central Florida,2021,0.0,0.0,0.3266017038331651,11.6,0.05780042504809679
2792,7,249,LAR,Ben Skowronek,WR,24,3,1,6,6,45,Notre Dame,2021,0.13333333333333333,0.13333333333333333,0.3250060048023648,46.2,0.04936839365936718
2798,7,255,NOR,Kawaan Baker,WR,23,1,0,0,0,2,South Alabama,2021,0.0,0.0,0.3236382627759647,11.6,0.04148883171782525
2801,7,258,WAS,Dax Milne,WR,22,2,0,1,1,28,BYU,2021,0.03571428571428571,0.03571428571428571,0.3229543917627646,24.7,0.03730595229188727
2810,1,8,ATL,Drake London,WR,21,2,1,16,16,33,USC,2022,0.48484848484848486,0.48484848484848486,2.1001237597643025,92.3,0.4282501123796655
2812,1,10,NYJ,Garrett Wilson,WR,22,2,1,15,15,34,Ohio St.,2022,0.4411764705882353,0.4411764705882353,1.827204066743292,88.9,0.4198963016844234
2813,1,11,NOR,Chris Olave,WR,22,2,1,18,18,31,Ohio St.,2022,0.5806451612903226,0.5806451612903226,1.7112142783382118,96.4,0.4157807999287895
