,Rnd,Pick,Tm,Player,Pos,Age,Yrs,Yrs_Starter,wAV,dAV,Games,College,Drafted,wAVpG,dAVpG,Cap,AV_percentile,fit_wAVpG
2814,1,12,DET,Jameson Williams,WR,21,2,0,5,5,18,Alabama,2022,0.2777777777777778,0.2777777777777778,1.6087325734483895,75.1,0.4117059122475538
2818,1,16,WAS,Jahan Dotson,WR,22,2,1,8,8,29,Penn St.,2022,0.27586206896551724,0.27586206896551724,1.326141996887744,74.8,0.39580767746269396
2820,1,18,TEN,Treylon Burks,WR,22,2,0,6,6,22,Arkansas,2022,0.2727272727272727,0.2727272727272727,1.2518615552188832,73.8,0.38809597227158443
2836,2,34,GNB,Christian Watson,WR,23,2,1,11,11,23,North Dakota St.,2022,0.4782608695652174,0.4782608695652174,0.8078945117422096,91.8,0.33184547392852687
2845,2,43,NYG,Wan'Dale Robinson,WR,21,2,0,6,6,21,Kentucky,2022,0.2857142857142857,0.2857142857142857,0.7122930427335836,75.8,0.30421276852708834
2846,2,44,HOU,John Metchie,WR,22,2,0,1,1,16,Alabama,2022,0.0625,0.0625,0.6986964685204957,29.8,0.3013101564036597
2852,2,50,NWE,Tyquan Thornton,WR,22,2,1,3,3,22,Baylor,2022,0.13636363636363635,0.13636363636363635,0.6154027812258229,47.6,0.2845717563635244
2854,2,52,PIT,George Pickens,WR,21,2,1,17,17,34,Georgia,2022,0.5,0.5,0.5892946065327185,93.5,0.27924450856658567
2855,2,53,IND,Alec Pierce,WR,22,2,1,9,9,33,Cincinnati,2022,0.2727272727272727,0.2727272727272727,0.5769841104463821,73.8,0.2766270901278215
2856,2,54,KAN,Skyy Moore,WR,21,2,0,4,4,30,Western Michigan,2022,0.13333333333333333,0.13333333333333333,0.5652976436621913,46.2,0.27404015367526746
2873,3,71,CHI,Velus Jones Jr.,WR,25,2,0,3,3,26,Tennessee,2022,0.11538461538461539,0.11538461538461539,0.4592582331105415,41.5,0.2344922161230968
2890,3,88,DAL,Jalen Tolbert,WR,23,2,0,3,3,25,South Alabama,2022,0.12,0.12,0.4390783664600202,43.0,0.20249864109152227
2901,3,99,CLE,David Bell,WR,21,2,0,3,3,31,Purdue,2022,0.0967741935483871,0.0967741935483871,0.4260208056861534,37.5,0.1852651592767084
2907,3,105,SFO,Danny Gray,WR,23,1,0,0,0,13,SMU,2022,0.0,0.0,0.4188984998094989,11.6,0.17687421550274057
2927,4,125,MIA,Erik Ezukanma,WR,22,2,0,0,0,3,Texas Tech,2022,0.0,0.0,0.3951574802206503,11.6,0.15327544713185554
2934,4,132,GNB,Romeo Doubs,WR,22,2,0,11,11,30,Nevada,2022,0.36666666666666664,0.36666666666666664,0.3868481233645534,83.3,0.1463538154722816
2940,4,138,PIT,Calvin Austin,WR,23,2,0,2,2,17,Memphis,2022,0.11764705882352941,0.11764705882352941,0.3797258174878988,42.3,0.1408696608795857
2950,5,148,BUF,Khalil Shakir,WR,22,2,0,8,8,31,Boise St.,2022,0.25806451612903225,0.25806451612903225,0.3678553076934745,71.7,0.1325017965087657
2964,5,162,DEN,Montrell Washington,WR,23,2,0,0,0,21,Samford,2022,0.0,0.0,0.3512365939812805,11.6,0.12200352875781123
2965,5,163,TEN,Kyle Philips,WR,23,2,0,3,3,13,UCLA,2022,0.23076923076923078,0.23076923076923078,0.3500495430018381,68.6,0.12129289383342429
2993,6,191,MIN,Jalen Nailor,WR,23,2,0,1,1,21,Michigan St.,2022,0.047619047619047616,0.047619047619047616,0.338227511057567,26.3,0.10211552357297166
3004,6,202,CLE,Michael Woods II,WR,22,1,0,0,0,10,Oklahoma,2022,0.0,0.0,0.3357199840091666,11.6,0.09427221917318668
3031,7,229,SEA,Bo Melton,WR,23,2,0,2,0,5,Rutgers,2022,0.4,0.0,0.3295651448903656,86.3,0.07155802098090075
3035,7,233,SEA,Dareke Young,WR,23,2,0,0,0,19,Lenoir-Rhyne,2022,0.0,0.0,0.3286533168727654,11.6,0.06756509422575047
3060,7,258,GNB,Samori Toure,WR,24,2,0,2,2,22,Nebraska,2022,0.09090909090909091,0.09090909090909091,0.3229543917627646,35.8,0.03730595229188727
3084,1,20,SEA,Jaxon Smith-Njigba,WR,21,1,0,6,6,17,Ohio St.,2023,0.35294117647058826,0.35294117647058826,1.211706596469893,82.6,0.380539968652609
3085,1,21,LAC,Quentin Johnston,WR,22,1,0,4,4,17,TCU,2023,0.23529411764705882,0.23529411764705882,1.201156585740765,69.6,0.37681975183218414
3086,1,22,BAL,Zay Flowers,WR,22,1,0,9,9,16,Boston Col.,2023,0.5625,0.5625,1.1949311776106772,96.0,0.3731377366842079
3087,1,23,MIN,Jordan Addison,WR,21,1,0,7,7,17,USC,2023,0.4117647058823529,0.4117647058823529,1.191333050211584,87.0,0.3694936819684855
3103,2,39,CAR,Jonathan Mingo,WR,22,1,0,3,3,15,Mississippi,2023,0.2,0.2,0.7623347344922546,61.7,0.3161545733043494
3114,2,50,GNB,Jayden Reed,WR,23,1,0,9,9,16,Michigan St.,2023,0.5625,0.5625,0.6154027812258229,96.0,0.2845717563635244
3119,2,55,KAN,Rashee Rice,WR,23,1,0,8,8,16,SMU,2023,0.5,0.5,0.5543314325266464,93.5,0.27148345796872864
3127,2,63,DEN,Marvin Mims,WR,21,1,0,5,5,16,Oklahoma,2023,0.3125,0.3125,0.504078108373719,79.7,0.2520896103495721
3133,3,69,HOU,Tank Dell,WR,23,1,0,6,6,11,Houston,2023,0.5454545454545454,0.5454545454545454,0.4616323350694263,95.2,0.23872990189961046
3137,3,73,NYG,Jalin Hyatt,WR,21,1,0,3,3,17,Tennessee,2023,0.17647058823529413,0.17647058823529413,0.4568841311516566,56.5,0.23035908899738733
3138,3,74,CLE,Cedric Tillman,WR,23,1,0,2,2,14,Tennessee,2023,0.14285714285714285,0.14285714285714285,0.4556970801722141,48.8,0.22833113182809675
3143,3,79,IND,Josh Downs,WR,22,1,0,7,7,17,North Carolina,2023,0.4117647058823529,0.4117647058823529,0.449761825275002,87.0,0.21856776030948719
3158,3,94,ARI,Michael Wilson,WR,23,1,0,6,6,13,Stanford,2023,0.46153846153846156,0.46153846153846156,0.4319560605833656,90.7,0.19278848682739236
3164,3,100,LVR,Tre Tucker,WR,22,1,0,3,3,16,Cincinnati,2023,0.1875,0.1875,0.424833754706711,59.8,0.18381961353907844
3189,4,125,LAC,Derius Davis,WR,22,1,0,2,2,17,TCU,2023,0.11764705882352941,0.11764705882352941,0.3951574802206503,42.3,0.15327544713185554
3195,4,131,CIN,Charlie Jones,WR,24,1,0,2,2,11,Purdue,2023,0.18181818181818182,0.18181818181818182,0.3880351743439958,58.4,0.14730641804109157
3197,4,133,CHI,Tyler Scott,WR,21,1,0,2,2,17,Cincinnati,2023,0.11764705882352941,0.11764705882352941,0.3856610723851109,42.3,0.14541263691428058
3214,5,150,BUF,Justin Shorter,WR,23,0,0,0,0,0,Florida,2023,0.0,0.0,0.3654812057345896,11.6,0.13092671333311617
3223,5,159,GNB,Dontayvion Wicks,WR,22,1,0,6,6,15,Virginia,2023,0.4,0.4,0.3547977469196078,86.3,0.12416151932151376
3241,5,177,LAR,Puka Nacua,WR,22,1,0,14,14,17,BYU,2023,0.8235294117647058,0.8235294117647058,0.3414189091191674,100.0,0.11164852490366711
3249,6,185,JAX,Parker Washington,WR,21,1,0,1,1,9,Penn St.,2023,0.1111111111111111,0.1111111111111111,0.3395952530839671,40.8,0.10622991699728807
3251,6,187,NWE,Kayshon Boutte,WR,21,1,0,0,0,5,LSU,2023,0.0,0.0,0.3391393390751671,11.6,0.1048664726293565
3255,6,191,TAM,Trey Palmer,WR,22,1,0,4,4,17,Nebraska,2023,0.23529411764705882,0.23529411764705882,0.338227511057567,69.6,0.10211552357297166
3259,6,195,NOR,A.T. Perry,WR,23,1,0,2,2,10,Wake Forest,2023,0.2,0.2,0.3373156830399668,61.7,0.0993196279454937
3261,6,197,MIA,Elijah Higgins,WR,22,1,0,2,0,11,Stanford,2023,0.18181818181818182,0.0,0.3368597690311667,58.4,0.0979000003636959
3269,6,205,HOU,Xavier Hutchinson,WR,23,1,0,1,1,16,Iowa St.,2023,0.0625,0.0625,0.3350361129959665,29.8,0.09203192674638722
3270,6,206,CIN,Andrei Iosivas,WR,23,1,0,1,1,16,Princeton,2023,0.0625,0.0625,0.3348081559915664,29.8,0.09127311121086878
3274,6,210,NWE,Demario Douglas,WR,22,1,0,4,4,14,Liberty,2023,0.2857142857142857,0.2857142857142857,0.3338963279739663,75.8,0.0881711590306693
3283,7,219,DET,Antoine Green,WR,23,1,0,0,0,9,North Carolina,2023,0.0,0.0,0.3318447149343659,11.6,0.08073577132896365
3292,7,228,TEN,Colton Dowell,WR,24,1,0,0,0,10,UT Martin,2023,0.0,0.0,0.3297931018947656,11.6,0.0725257088489471
3308,7,244,DAL,Jalen Brooks,WR,23,1,0,1,1,7,South Carolina,2023,0.14285714285714285,0.14285714285714285,0.326145789824365,48.8,0.055470453878849246
3317,7,253,SFO,Ronnie Bell,WR,23,1,0,1,1,17,Michigan,2023,0.058823529411764705,0.058823529411764705,0.3240941767847647,28.6,0.044185773268940964
3320,7,256,GNB,Grant Dubose,WR,22,0,0,0,0,0,Charlotte,2023,0.0,0.0,0.3234103057715646,11.6,0.04011310876260954
