,Rnd,Pick,Tm,Player,Pos,Age,Yrs,Yrs_Starter,wAV,dAV,Games,College,Drafted,wAVpG,dAVpG,Cap,AV_percentile,fit_wAVpG
2245,6,211,CIN,Rodney Anderson,RB,22,0,0,0,0,0,Oklahoma,2019,0.0,0.0,0.3336683709695662,10.2,0.09705950610069883
2248,6,214,KAN,Darwin Thompson,RB,22,2,0,2,2,26,Utah St.,2019,0.07692307692307693,0.07692307692307693,0.3329844999563661,30.6,0.09501509843527521
2252,7,218,DAL,Mike Weber,RB,22,0,0,0,0,0,Ohio St.,2019,0.0,0.0,0.332072671938766,10.2,0.09240588525986891
2254,7,220,HOU,Cullen Gillaspia,RB,24,4,0,0,0,44,Texas A&M,2019,0.0,0.0,0.3316167579299659,10.2,0.09114964078346233
2256,7,222,CHI,Kerrith Whyte Jr,RB,22,1,0,1,0,6,Florida Atlantic,2019,0.16666666666666666,0.0,0.3311608439211658,47.2,0.0899246882720107
2267,7,233,MIA,Chandler Cox,RB,23,2,0,0,0,21,Auburn,2019,0.0,0.0,0.3286533168727654,10.2,0.08371617166305304
2268,7,234,MIA,Myles Gaskin,RB,22,5,1,13,13,41,Washington,2019,0.3170731707317073,0.3170731707317073,0.3284253598683654,74.2,0.0831938107537638
2320,1,32,KAN,Clyde Edwards-Helaire,RB,21,4,1,18,18,48,LSU,2020,0.375,0.375,0.9270117884088208,80.9,0.445950143811275
2323,2,35,DET,D'Andre Swift,RB,21,4,0,29,19,56,Georgia,2020,0.5178571428571429,0.3392857142857143,0.8008061934689708,92.2,0.4359617432670607
2329,2,41,IND,Jonathan Taylor,RB,21,4,3,37,37,53,Wisconsin,2020,0.6981132075471698,0.6981132075471698,0.7383752623246587,99.6,0.4162622019389314
2340,2,52,LAR,Cam Akers,RB,21,4,1,11,10,36,Florida St.,2020,0.3055555555555556,0.2777777777777778,0.5892946065327185,70.5,0.3812662407140099
2343,2,55,BAL,J.K. Dobbins,RB,21,4,0,11,11,24,Ohio St.,2020,0.4583333333333333,0.4583333333333333,0.5543314325266464,89.0,0.37200594093122863
2350,2,62,GNB,AJ Dillon,RB,22,4,0,23,23,60,Boston Col.,2020,0.38333333333333336,0.38333333333333336,0.5058181258460449,82.0,0.3509215638727086
2354,3,66,WAS,Antonio Gibson,RB,22,4,2,23,23,61,Memphis,2020,0.3770491803278688,0.3770491803278688,0.4651934880077536,81.3,0.3392198622653036
2364,3,76,TAM,Ke'Shawn Vaughn,RB,23,4,0,2,2,43,Illinois,2020,0.046511627906976744,0.046511627906976744,0.4533229782133293,24.6,0.31113899030372594
2374,3,86,BUF,Zack Moss,RB,22,4,0,16,8,53,Utah,2020,0.3018867924528302,0.1509433962264151,0.441452468418905,69.3,0.2848207137058894
2381,3,93,TEN,Darrynton Evans,RB,22,4,0,3,1,19,Appalachian St.,2020,0.15789473684210525,0.05263157894736842,0.433143111562808,45.4,0.26748550067592014
2400,4,112,LAC,Joshua Kelley,RB,22,4,0,9,9,54,UCLA,2020,0.16666666666666666,0.16666666666666666,0.4105891429534019,47.2,0.22502012918030606
2408,4,120,NYJ,La'Mical Perine,RB,22,4,0,3,2,17,Florida,2020,0.17647058823529413,0.11764705882352941,0.4010927351178625,49.8,0.20912693537024082
2412,4,124,PIT,Anthony McFarland Jr.,RB,21,4,0,1,1,17,Maryland,2020,0.058823529411764705,0.058823529411764705,0.3963445312000928,27.7,0.20161086553115923
2432,4,144,SEA,DeeJay Dallas,RB,21,4,0,6,6,61,Miami (FL),2020,0.09836065573770492,0.09836065573770492,0.3726035116112442,34.3,0.16814553949226443
2460,5,172,DET,Jason Huntley,RB,22,2,0,0,0,6,New Mexico St.,2020,0.0,0.0,0.3393660841868562,10.2,0.1316994156803534
2510,7,222,ARI,Eno Benjamin,RB,21,3,0,4,4,24,Arizona St.,2020,0.16666666666666666,0.16666666666666666,0.3311608439211658,47.2,0.0899246882720107
2533,7,245,TAM,Raymond Calais,RB,22,1,0,0,0,4,Louisiana,2020,0.0,0.0,0.325917832819965,10.2,0.07787074143166677
2534,7,246,MIA,Malcolm Perry,RB,23,1,0,1,1,9,Navy,2020,0.1111111111111111,0.1111111111111111,0.3256898758155649,37.1,0.07742334500772763
2567,1,24,PIT,Najee Harris,RB,23,3,2,22,22,51,Alabama,2021,0.43137254901960786,0.43137254901960786,1.1885232500797258,87.6,0.47296732117114226
2568,1,25,JAX,Travis Etienne,RB,22,3,1,20,20,34,Clemson,2021,0.5882352941176471,0.5882352941176471,1.1845211921556298,95.8,0.46956327846935236
2578,2,35,DEN,Javonte Williams,RB,21,3,0,15,15,37,North Carolina,2021,0.40540540540540543,0.40540540540540543,0.8008061934689708,84.1,0.4359617432670607
2631,3,88,SFO,Trey Sermon,RB,22,3,0,2,1,25,Ohio St.,2021,0.08,0.04,0.4390783664600202,31.4,0.2797754356770001
2650,4,107,NYJ,Michael Carter,RB,22,3,2,12,11,45,North Carolina,2021,0.26666666666666666,0.24444444444444444,0.416524397850614,62.9,0.23554636864229067
2662,4,119,MIN,Kene Nwangwu,RB,23,3,0,3,3,37,Iowa St.,2021,0.08108108108108109,0.08108108108108109,0.4022797860973049,32.0,0.21105043972499674
2663,4,120,NWE,Rhamondre Stevenson,RB,23,3,0,17,17,41,Oklahoma,2021,0.4146341463414634,0.4146341463414634,0.4010927351178625,85.5,0.20912693537024082
2669,4,126,CAR,Chuba Hubbard,RB,22,3,0,14,14,49,Oklahoma St.,2021,0.2857142857142857,0.2857142857142857,0.3939704292412079,66.4,0.1979586261728877
2693,5,150,PHI,Kenneth Gainwell,RB,22,3,0,13,13,49,Memphis,2021,0.2653061224489796,0.2653061224489796,0.3654812057345896,62.2,0.15937300428602422
2737,6,194,SFO,Elijah Mitchell,RB,23,3,0,11,11,27,Louisiana,2021,0.4074074074074074,0.4074074074074074,0.3375436400443669,84.5,0.11019069889928418
2739,6,196,NYG,Gary Brightwell,RB,22,3,0,1,1,37,Arizona,2021,0.02702702702702703,0.02702702702702703,0.3370877260355668,21.2,0.10850052864271151
2741,6,198,LAC,Larry Rountree,RB,22,2,0,1,1,16,Missouri,2021,0.0625,0.0625,0.3366318120267667,28.6,0.10685086667212396
2745,6,202,CIN,Chris Evans,RB,23,3,0,2,2,34,Michigan,2021,0.058823529411764705,0.058823529411764705,0.3357199840091666,27.7,0.10366978461052863
2754,6,211,CLE,Demetric Felton,RB,23,2,0,2,2,24,UCLA,2021,0.08333333333333333,0.08333333333333333,0.3336683709695662,32.7,0.09705950610069883
2760,6,217,CHI,Khalil Herbert,RB,23,3,0,12,12,42,Virginia Tech,2021,0.2857142857142857,0.2857142857142857,0.332300628943166,66.4,0.09304596319889814
2776,7,233,LAR,Jake Funk,RB,23,3,0,0,0,20,Maryland,2021,0.0,0.0,0.3286533168727654,10.2,0.08371617166305304
2787,7,244,MIA,Gerrid Doaks,RB,23,0,0,0,0,0,Cincinnati,2021,0.0,0.0,0.326145789824365,10.2,0.07832398379606673
2799,7,256,GNB,Kylin Hill,RB,23,2,0,0,0,10,Mississippi St.,2021,0.0,0.0,0.3234103057715646,10.2,0.07325586785470913
2800,7,257,DET,Jermar Jefferson,RB,21,1,0,1,1,7,Oregon St.,2021,0.14285714285714285,0.14285714285714285,0.3231823487671646,41.7,0.07286831340956434
2838,2,36,NYJ,Breece Hall,RB,21,2,0,12,12,24,Iowa St.,2022,0.5,0.5,0.792609830260854,91.3,0.4326519079056197
2843,2,41,SEA,Kenneth Walker III,RB,21,2,1,16,16,30,Michigan St.,2022,0.5333333333333333,0.5333333333333333,0.7383752623246587,92.9,0.4162622019389314
2865,2,63,BUF,James Cook,RB,22,2,0,18,18,33,Georgia,2022,0.5454545454545454,0.5454545454545454,0.504078108373719,93.8,0.3479718721817986
2893,3,91,TAM,Rachaad White,RB,23,2,0,14,14,34,Arizona St.,2022,0.4117647058823529,0.4117647058823529,0.4355172135216929,85.0,0.27234589560750616
2895,3,93,SFO,Tyrion Davis-Price,RB,21,2,0,1,1,7,LSU,2022,0.14285714285714285,0.14285714285714285,0.433143111562808,41.7,0.26748550067592014
2900,3,98,WAS,Brian Robinson Jr.,RB,23,2,1,10,10,27,Alabama,2022,0.37037037037037035,0.37037037037037035,0.4272078566655959,80.4,0.25565993066661724
2909,4,107,HOU,Dameon Pierce,RB,22,2,1,10,10,27,Florida,2022,0.37037037037037035,0.37037037037037035,0.416524397850614,80.4,0.23554636864229067
2924,4,122,LVR,Zamir White,RB,22,2,0,4,4,31,Georgia,2022,0.12903225806451613,0.12903225806451613,0.3987186331589776,39.6,0.20533344569736148
2925,4,123,LAC,Isaiah Spiller,RB,21,2,0,1,1,15,Texas A&M,2022,0.06666666666666667,0.06666666666666667,0.3975315821795352,29.2,0.2034633266936406
2929,4,127,NWE,Pierre Strong,RB,23,2,0,3,1,32,South Dakota St.,2022,0.09375,0.03125,0.3927833782617655,33.9,0.1961586977359544
2933,4,131,TEN,Hassan Haskins,RB,22,1,0,1,1,15,Michigan,2022,0.06666666666666667,0.06666666666666667,0.3880351743439958,29.2,0.18913175180367442
2953,5,151,ATL,Tyler Allgeier,RB,22,2,0,13,13,33,BYU,2022,0.3939393939393939,0.3939393939393939,0.3642941547551472,82.7,0.15796462770825637
2956,5,154,JAX,Snoop Conner,RB,22,1,0,0,0,8,Mississippi,2022,0.0,0.0,0.36073300181682,10.2,0.15382944630952103
2958,5,156,CLE,Jerome Ford,RB,22,2,0,6,6,30,Cincinnati,2022,0.2,0.2,0.3583588998579351,53.2,0.15114653218896626
2966,5,164,LAR,Kyren Williams,RB,22,2,0,12,12,22,Notre Dame,2022,0.5454545454545454,0.5454545454545454,0.3488624920223957,93.8,0.14098681282393535
2971,5,169,MIN,Ty Chandler,RB,24,2,0,4,4,20,North Carolina,2022,0.2,0.2,0.3429272371251836,53.2,0.13508360434220543
2985,6,183,NWE,Kevin Harris,RB,21,2,0,1,1,9,South Carolina,2022,0.1111111111111111,0.1111111111111111,0.3400511670927672,37.1,0.12024829877339463
2998,6,196,BAL,Tyler Badie,RB,22,1,0,0,0,1,Missouri,2022,0.0,0.0,0.3370877260355668,10.2,0.10850052864271151
3003,6,201,ARI,Keaontay Ingram,RB,22,2,0,2,2,20,USC,2022,0.1,0.1,0.3359479410135666,34.8,0.10445052886836934
3005,6,203,CHI,Trestan Ebner,RB,23,1,0,0,0,17,Baylor,2022,0.0,0.0,0.3354920270047665,10.2,0.10289855692926686
3052,7,250,LVR,Brittain Brown,RB,24,1,0,0,0,6,UCLA,2022,0.0,0.0,0.3247780477979648,10.2,0.07569083098490084
3053,7,251,KAN,Isiah Pacheco,RB,23,2,1,15,15,31,Rutgers,2022,0.4838709677419355,0.4838709677419355,0.3245500907935648,90.1,0.0752716294677724
3062,7,260,LAC,Zander Horvath,RB,23,1,0,0,0,15,Purdue,2022,0.0,0.0,0.3224984777539645,10.2,0.07173571505732856
3072,1,8,ATL,Bijan Robinson,RB,21,1,0,9,9,17,Texas,2023,0.5294117647058824,0.5294117647058824,2.1001237597643025,92.6,0.5281364855125448
3076,1,12,DET,Jahmyr Gibbs,RB,21,1,0,10,10,15,Alabama,2023,0.6666666666666666,0.6666666666666666,1.6087325734483895,98.9,0.5142535261750667
3116,2,52,SEA,Zach Charbonnet,RB,22,1,0,5,5,16,UCLA,2023,0.3125,0.3125,0.5892946065327185,72.1,0.3812662407140099
3135,3,71,NOR,Kendre Miller,RB,21,1,0,2,2,8,TCU,2023,0.25,0.25,0.4592582331105415,60.4,0.32496518778683153
3145,3,81,TEN,Tyjae Spears,RB,22,1,0,6,6,17,Tulane,2023,0.35294117647058826,0.35294117647058826,0.4473877233161172,77.7,0.2977541601742086
3148,3,84,MIA,De'Von Achane,RB,21,1,0,7,7,11,Texas A&M,2023,0.6363636363636364,0.6363636363636364,0.4438265703777899,98.6,0.28993940190031847
3152,3,88,JAX,Tank Bigsby,RB,22,1,0,1,1,17,Auburn,2023,0.058823529411764705,0.058823529411764705,0.4390783664600202,27.7,0.2797754356770001
3179,4,115,CHI,Roschon Johnson,RB,22,1,0,4,4,15,Texas,2023,0.26666666666666666,0.26666666666666666,0.4070279900150746,62.9,0.21892430792850512
3207,5,143,NYJ,Israel Abanikanda,RB,20,1,0,1,1,6,Pittsburgh,2023,0.16666666666666666,0.16666666666666666,0.3737905625906866,47.2,0.16966231703165183
3227,5,163,CIN,Chase Brown,RB,23,1,0,3,3,12,Illinois,2023,0.25,0.25,0.3500495430018381,60.4,0.14220789821854546
3236,5,172,NYG,Eric Gray,RB,23,1,0,0,0,13,Oklahoma,2023,0.0,0.0,0.3393660841868562,10.2,0.1316994156803534
3240,5,176,IND,Evan Hull,RB,22,1,0,0,0,1,Northwestern,2023,0.0,0.0,0.3416468661235675,10.2,0.12736491152217852
3257,6,193,WAS,Chris Rodriguez,RB,22,1,0,2,2,13,Kentucky,2023,0.15384615384615385,0.15384615384615385,0.3377715970487669,44.3,0.11105123424073476
3276,6,212,DAL,Deuce Vaughn,RB,21,1,0,1,1,7,Kansas St.,2023,0.14285714285714285,0.14285714285714285,0.3334404139651662,41.7,0.09636951915437589
3279,6,215,LAR,Zach Evans,RB,22,1,0,0,0,10,Mississippi,2023,0.0,0.0,0.3327565429519661,10.2,0.09435047903272709
3286,7,222,MIN,DeWayne McBride,RB,22,0,0,0,0,0,Ala-Birmingham,2023,0.0,0.0,0.3311608439211658,10.2,0.0899246882720107
3299,7,235,GNB,Lew Nichols,RB,22,0,0,0,0,0,Central Michigan,2023,0.0,0.0,0.3281974028639653,10.2,0.08267811089308316
3301,7,237,SEA,Kenny McIntosh,RB,23,1,0,0,0,3,Georgia,2023,0.0,0.0,0.3277414888551653,10.2,0.08166638449262226
