,Rnd,Pick,Tm,Player,Pos,Age,Yrs,Yrs_Starter,wAV,dAV,Games,College,Drafted,wAVpG,dAVpG,Cap,AV_percentile,fit_wAVpG
498,7,245,CLE,Trevin Wade,DB,23,5,0,5,1,47,Arizona,2012,0.10638297872340426,0.02127659574468085,0.325917832819965,37.8,0.07360802620684498
499,7,246,PIT,Terrence Frederick,DB,22,3,0,1,0,5,Texas A&M,2012,0.2,0.0,0.3256898758155649,63.7,0.0722338220773695
515,1,9,NYJ,Dee Milliner,DB,21,3,1,6,6,21,Alabama,2013,0.2857142857142857,0.2857142857142857,1.9568413129788271,82.6,0.3740650584091594
518,1,12,OAK,D.J. Hayden,DB,23,9,2,16,8,92,Houston,2013,0.17391304347826086,0.08695652173913043,1.6087325734483895,56.6,0.3620582745902098
521,1,15,NOR,Kenny Vaccaro,DB,22,8,7,34,20,110,Texas,2013,0.3090909090909091,0.18181818181818182,1.3788177427827848,86.1,0.350477102003915
524,1,18,SFO,Eric Reid,DB,21,7,7,33,26,99,LSU,2013,0.3333333333333333,0.26262626262626265,1.2518615552188832,90.2,0.33931313635175786
528,1,22,ATL,Desmond Trufant,DB,22,9,8,37,35,113,Washington,2013,0.3274336283185841,0.30973451327433627,1.1949311776106772,89.4,0.3250623114317079
531,1,25,MIN,Xavier Rhodes,DB,23,10,8,48,42,135,Florida St.,2013,0.35555555555555557,0.3111111111111111,1.1845211921556298,92.4,0.3148391452427492
538,1,32,BAL,Matt Elam,DB,22,4,2,12,12,41,Florida,2013,0.2926829268292683,0.2926829268292683,0.9270117884088208,84.0,0.2924840916539177
539,2,33,JAX,Johnathan Cyprien,DB,23,8,5,25,21,79,Florida International,2013,0.31645569620253167,0.26582278481012656,0.8137785587340705,88.1,0.28945726165493285
542,2,36,DET,Darius Slay,DB,22,11,9,61,40,163,Mississippi St.,2013,0.37423312883435583,0.24539877300613497,0.792609830260854,93.1,0.28062004733873935
549,2,43,TAM,Johnthan Banks,DB,23,5,2,11,11,57,Mississippi St.,2013,0.19298245614035087,0.19298245614035087,0.7122930427335836,62.1,0.26137904238157716
557,2,51,WAS,David Amerson,DB,21,6,4,20,7,74,North Carolina St.,2013,0.2702702702702703,0.0945945945945946,0.6021329055746999,79.7,0.24164154245518174
560,2,54,MIA,Jamar Taylor,DB,22,8,2,18,4,98,Boise St.,2013,0.1836734693877551,0.04081632653061224,0.5652976436621913,59.8,0.23482852472833157
563,2,57,HOU,D.J. Swearinger,DB,22,8,5,28,8,110,South Carolina,2013,0.2545454545454545,0.07272727272727272,0.5349446825875015,75.7,0.22832345805489493
566,2,60,ATL,Robert Alford,DB,24,9,5,26,24,101,Southeastern Louisiana,2013,0.25742574257425743,0.2376237623762376,0.5136721337061669,76.5,0.22211793813635458
570,3,64,JAX,Dwayne Gratz,DB,23,4,1,10,10,43,Connecticut,2013,0.23255813953488372,0.23255813953488372,0.5039243836685503,70.7,0.214295347248974
574,3,68,CLE,Leon McFadden,DB,22,4,0,2,1,34,San Diego St.,2013,0.058823529411764705,0.029411764705882353,0.4628193860488687,19.1,0.2069704216505228
575,3,69,ARI,Tyrann Mathieu,DB,21,11,9,63,22,163,LSU,2013,0.38650306748466257,0.13496932515337423,0.4616323350694263,93.7,0.2052146159249393
576,3,70,TEN,Blidi Wreh-Wilson,DB,23,9,1,8,6,76,Connecticut,2013,0.10526315789473684,0.07894736842105263,0.4604452840899838,37.3,0.20348835792833664
577,3,71,STL,T.J. McDonald,DB,22,6,6,24,17,75,USC,2013,0.32,0.22666666666666666,0.4592582331105415,89.0,0.20179133639039937
586,3,80,DAL,J.J. Wilcox,DB,22,6,2,16,15,77,Georgia Southern,2013,0.2077922077922078,0.19480519480519481,0.4485747742955596,65.5,0.1877824235868555
589,3,83,NWE,Logan Ryan,DB,22,11,7,41,14,154,Rutgers,2013,0.2662337662337662,0.09090909090909091,0.4450136213572323,78.6,0.18359421931622563
590,3,84,CIN,Shawn Williams,DB,22,9,4,25,24,125,Georgia,2013,0.2,0.192,0.4438265703777899,63.7,0.18224894614223194
